Zdroj;Èas;prefix address;prefix mask;metrika;next-hop
B;1641600;5.253.87.0;24;[20/0];via 154.11.12.212
B;1123200;5.253.88.0;24;[20/0];via 94.142.247.3
B;1641600;5.253.89.0;24;[20/0];via 64.71.137.241
B;126000;5.253.90.0;24;[20/0];via 64.71.137.241
B;1641600;5.253.91.0;24;[20/0];via 64.71.137.241
B;691200;5.253.92.0;22;[20/0];via 64.71.137.241
B;230400;5.253.100.0;22;[20/0];via 64.71.137.241
B;1728000;5.253.104.0;22;[20/0];via 64.71.137.241
B;1728000;5.253.104.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.105.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.112.0;23;[20/0];via 64.71.137.241
B;1728000;5.253.114.0;24;[20/0];via 64.71.137.241
B;691200;5.253.115.0;24;[20/0];via 64.71.137.241
B;579600;5.253.116.0;23;[20/0];via 64.71.137.241
B;579600;5.253.118.0;23;[20/0];via 64.71.137.241
B;1296000;5.253.120.0;22;[20/0];via 217.192.89.50
B;1641600;5.253.124.0;22;[20/0];via 217.192.89.50
B;604800;5.253.128.0;24;[20/0];via 64.71.137.241
B;604800;5.253.129.0;24;[20/0];via 64.71.137.241
B;604800;5.253.130.0;24;[20/0];via 64.71.137.241
B;604800;5.253.131.0;24;[20/0];via 64.71.137.241
B;1641600;5.253.132.0;23;[20/0];via 12.0.1.63
B;1641600;5.253.134.0;24;[20/0];via 12.0.1.63
B;1641600;5.253.135.0;24;[20/0];via 12.0.1.63
B;550800;5.253.136.0;24;[20/0];via 217.192.89.50
B;1641600;5.253.137.0;24;[20/0];via 4.68.4.46
B;1641600;5.253.138.0;23;[20/0];via 4.68.4.46
B;691200;5.253.140.0;22;[20/0];via 64.71.137.241
B;2332800;5.253.144.0;22;[20/0];via 217.192.89.50
B;691200;5.253.148.0;24;[20/0];via 193.0.0.56
B;53141;5.253.149.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.152.0;23;[20/0];via 64.71.137.241
B;52832;5.253.156.0;24;[20/0];via 64.71.137.241
B;52833;5.253.157.0;24;[20/0];via 64.71.137.241
B;44768;5.253.158.0;24;[20/0];via 4.68.4.46
B;1641600;5.253.159.0;24;[20/0];via 64.71.137.241
B;579600;5.253.160.0;23;[20/0];via 64.71.137.241
B;579600;5.253.162.0;23;[20/0];via 64.71.137.241
B;1641600;5.253.164.0;22;[20/0];via 202.232.0.2
B;1641600;5.253.168.0;22;[20/0];via 217.192.89.50
B;532800;5.253.172.0;24;[20/0];via 64.71.137.241
B;212400;5.253.173.0;24;[20/0];via 4.68.4.46
B;284400;5.253.176.0;24;[20/0];via 114.31.199.16
B;284400;5.253.177.0;24;[20/0];via 114.31.199.16
B;284400;5.253.178.0;24;[20/0];via 114.31.199.16
B;284400;5.253.179.0;24;[20/0];via 114.31.199.16
B;691200;5.253.180.0;24;[20/0];via 217.192.89.50
B;604800;5.253.181.0;24;[20/0];via 64.71.137.241
B;604800;5.253.182.0;24;[20/0];via 64.71.137.241
B;604800;5.253.183.0;24;[20/0];via 64.71.137.241
B;1641600;5.253.184.0;23;[20/0];via 64.71.137.241
B;313200;5.253.186.0;24;[20/0];via 4.68.4.46
B;1641600;5.253.187.0;24;[20/0];via 4.68.4.46
B;1641600;5.253.188.0;22;[20/0];via 202.232.0.2
B;1641600;5.253.192.0;22;[20/0];via 12.0.1.63
B;237600;5.253.196.0;22;[20/0];via 64.71.137.241
B;237600;5.253.196.0;24;[20/0];via 64.71.137.241
B;169200;5.253.200.0;24;[20/10];via 89.149.178.10
B;169200;5.253.201.0;24;[20/10];via 89.149.178.10
B;169200;5.253.202.0;24;[20/10];via 89.149.178.10
B;169200;5.253.203.0;24;[20/10];via 89.149.178.10
B;1728000;5.253.204.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.205.0;24;[20/0];via 64.71.137.241
B;35129;5.253.206.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.207.0;24;[20/0];via 64.71.137.241
B;1728000;5.253.208.0;22;[20/0];via 64.71.137.241
B;1641600;5.253.212.0;23;[20/0];via 217.192.89.50
B;126000;5.253.214.0;24;[20/0];via 64.71.137.241
B;126000;5.253.215.0;24;[20/0];via 64.71.137.241
B;691200;5.253.216.0;22;[20/0];via 64.71.137.241
B;140400;5.253.220.0;24;[20/10];via 89.149.178.10
B;140400;5.253.221.0;24;[20/10];via 89.149.178.10
B;140400;5.253.222.0;24;[20/10];via 89.149.178.10
B;140400;5.253.223.0;24;[20/10];via 89.149.178.10
B;1641600;5.253.224.0;24;[20/0];via 64.71.137.241
B;1641600;5.253.226.0;24;[20/0];via 12.0.1.63
B;604800;5.253.227.0;24;[20/0];via 64.71.137.241
B;169200;5.253.232.0;24;[20/10];via 89.149.178.10
B;165600;5.253.233.0;24;[20/10];via 89.149.178.10
B;165600;5.253.234.0;24;[20/10];via 89.149.178.10
B;280800;5.253.235.0;24;[20/0];via 91.218.184.60
B;1296000;5.253.236.0;22;[20/0];via 64.71.137.241
B;1641600;5.253.240.0;23;[20/0];via 64.71.137.241
B;1641600;5.253.242.0;23;[20/0];via 64.71.137.241
B;169200;5.253.244.0;24;[20/10];via 89.149.178.10
B;1382400;5.253.245.0;24;[20/0];via 64.71.137.241
B;1382400;5.253.246.0;24;[20/0];via 64.71.137.241
B;1641600;5.253.247.0;24;[20/0];via 154.11.12.212
B;284400;5.253.248.0;24;[20/0];via 12.0.1.63
B;284400;5.253.249.0;24;[20/0];via 12.0.1.63
B;284400;5.253.250.0;24;[20/0];via 12.0.1.63
B;284400;5.253.251.0;24;[20/0];via 12.0.1.63
B;1641600;5.253.252.0;22;[20/0];via 64.71.137.241
B;1641600;5.254.0.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.1.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.2.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.3.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.4.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.5.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.6.0;24;[20/0];via 64.71.137.241
B;295200;5.254.7.0;24;[20/0];via 94.142.247.3
B;140400;5.254.8.0;24;[20/0];via 4.68.4.46
B;208800;5.254.9.0;24;[20/0];via 64.71.137.241
B;208800;5.254.10.0;24;[20/0];via 64.71.137.241
B;208800;5.254.11.0;24;[20/0];via 94.142.247.3
B;208800;5.254.12.0;24;[20/0];via 64.71.137.241
B;208800;5.254.13.0;24;[20/0];via 94.142.247.3
B;208800;5.254.14.0;24;[20/0];via 94.142.247.3
B;30361;5.254.15.0;24;[20/0];via 4.68.4.46
B;30361;5.254.16.0;24;[20/0];via 4.68.4.46
B;208800;5.254.17.0;24;[20/0];via 94.142.247.3
B;30361;5.254.18.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.19.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.20.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.21.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.22.0;24;[20/0];via 4.68.4.46
B;30361;5.254.23.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.24.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.25.0;24;[20/0];via 4.68.4.46
B;30361;5.254.26.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.27.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.29.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.30.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.31.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.33.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.34.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.35.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.36.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.37.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.38.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.39.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.40.0;24;[20/0];via 4.68.4.46
B;1123200;5.254.42.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.43.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.44.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.45.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.46.0;24;[20/0];via 4.68.4.46
B;1036800;5.254.47.0;24;[20/0];via 4.68.4.46
B;30361;5.254.48.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.49.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.50.0;24;[20/0];via 4.68.4.46
B;140400;5.254.51.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.52.0;24;[20/0];via 64.71.137.241
B;140400;5.254.53.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.54.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.55.0;24;[20/0];via 64.71.137.241
B;4082;5.254.56.0;24;[20/0];via 4.68.4.46
B;4082;5.254.57.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.58.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.59.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.60.0;24;[20/0];via 4.68.4.46
B;208800;5.254.61.0;24;[20/0];via 94.142.247.3
B;1641600;5.254.62.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.63.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.64.0;24;[20/0];via 4.68.4.46
B;1123200;5.254.65.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.66.0;24;[20/0];via 4.68.4.46
B;4082;5.254.67.0;24;[20/0];via 4.68.4.46
B;30361;5.254.68.0;24;[20/0];via 4.68.4.46
B;4082;5.254.69.0;24;[20/0];via 4.68.4.46
B;30361;5.254.70.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.71.0;24;[20/0];via 4.68.4.46
B;208800;5.254.72.0;24;[20/0];via 94.142.247.3
B;30361;5.254.73.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.74.0;24;[20/0];via 4.68.4.46
B;1296000;5.254.75.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.76.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.77.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.78.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.79.0;24;[20/0];via 4.68.4.46
B;140400;5.254.80.0;24;[20/0];via 4.68.4.46
B;1123200;5.254.81.0;24;[20/0];via 64.71.137.241
B;1123200;5.254.82.0;24;[20/0];via 4.68.4.46
B;140400;5.254.83.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.84.0;24;[20/0];via 4.68.4.46
B;30361;5.254.85.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.86.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.87.0;24;[20/0];via 4.68.4.46
B;30361;5.254.88.0;23;[20/0];via 4.68.4.46
B;1641600;5.254.90.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.91.0;24;[20/0];via 4.68.4.46
B;4082;5.254.92.0;22;[20/0];via 4.68.4.46
B;4082;5.254.92.0;24;[20/0];via 4.68.4.46
B;4082;5.254.93.0;24;[20/0];via 4.68.4.46
B;4082;5.254.94.0;24;[20/0];via 4.68.4.46
B;4082;5.254.95.0;24;[20/0];via 4.68.4.46
B;4082;5.254.96.0;21;[20/0];via 4.68.4.46
B;4082;5.254.98.0;24;[20/0];via 4.68.4.46
B;30361;5.254.104.0;24;[20/0];via 4.68.4.46
B;295200;5.254.105.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.106.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.107.0;24;[20/0];via 64.71.137.241
B;1123200;5.254.108.0;23;[20/0];via 64.71.137.241
B;1641600;5.254.110.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.111.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.112.0;24;[20/0];via 64.71.137.241
B;1641600;5.254.113.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.114.0;23;[20/0];via 4.68.4.46
B;1641600;5.254.116.0;24;[20/0];via 4.68.4.46
B;493200;5.254.117.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.118.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.119.0;24;[20/0];via 64.71.137.241
B;295200;5.254.122.0;24;[20/0];via 64.71.137.241
B;295200;5.254.123.0;24;[20/0];via 64.71.137.241
B;493200;5.254.124.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.126.0;24;[20/0];via 4.68.4.46
B;1641600;5.254.127.0;24;[20/0];via 4.68.4.46
B;1728000;5.254.160.0;23;[20/0];via 12.0.1.63
B;1728000;5.254.162.0;23;[20/0];via 64.71.137.241
B;1728000;5.254.163.0;24;[20/0];via 202.232.0.2
B;1728000;5.254.164.0;23;[20/0];via 64.71.137.241
B;1987200;5.254.166.0;24;[20/0];via 217.192.89.50
B;1987200;5.254.167.0;24;[20/0];via 217.192.89.50
B;1728000;5.254.168.0;21;[20/0];via 12.0.1.63
B;4147200;5.254.176.0;21;[20/0];via 202.232.0.2
B;1641600;5.254.184.0;21;[20/0];via 217.192.89.50
B;1641600;5.254.192.0;19;[20/0];via 12.0.1.63
B;1641600;5.254.224.0;19;[20/0];via 202.232.0.2
B;1641600;5.255.0.0;21;[20/0];via 12.0.1.63
B;241200;5.255.8.0;21;[20/0];via 4.68.4.46
B;241200;5.255.16.0;21;[20/0];via 4.68.4.46
B;1641600;5.255.24.0;21;[20/0];via 12.0.1.63
B;414000;5.255.32.0;20;[20/0];via 64.71.137.241
B;414000;5.255.32.0;21;[20/0];via 64.71.137.241
B;414000;5.255.40.0;21;[20/0];via 64.71.137.241
B;1728000;5.255.48.0;21;[20/0];via 64.71.137.241
B;1728000;5.255.56.0;24;[20/0];via 64.71.137.241
B;1209600;5.255.57.0;24;[20/0];via 94.142.247.3
B;1728000;5.255.58.0;23;[20/0];via 4.68.4.46
B;1209600;5.255.61.0;24;[20/0];via 94.142.247.3
B;1209600;5.255.62.0;24;[20/0];via 94.142.247.3
B;1209600;5.255.63.0;24;[20/0];via 94.142.247.3
B;568800;5.255.64.0;19;[20/0];via 94.142.247.3
B;568800;5.255.72.0;24;[20/0];via 94.142.247.3
B;568800;5.255.73.0;24;[20/0];via 94.142.247.3
B;568800;5.255.76.0;24;[20/0];via 94.142.247.3
B;568800;5.255.77.0;24;[20/0];via 94.142.247.3
B;244800;5.255.84.0;24;[20/0];via 94.142.247.3
B;568800;5.255.89.0;24;[20/0];via 94.142.247.3
B;568800;5.255.94.0;23;[20/0];via 94.142.247.3
B;1296000;5.255.96.0;19;[20/0];via 64.71.137.241
B;604800;5.255.128.0;22;[20/0];via 4.68.4.46
B;169200;5.255.128.0;23;[20/10];via 89.149.178.10
B;169200;5.255.130.0;23;[20/10];via 89.149.178.10
B;169200;5.255.132.0;23;[20/10];via 89.149.178.10
B;604800;5.255.132.0;24;[20/0];via 4.68.4.46
B;1728000;5.255.137.0;24;[20/0];via 12.0.1.63
B;1728000;5.255.138.0;24;[20/0];via 12.0.1.63
B;1728000;5.255.143.0;24;[20/0];via 12.0.1.63
B;1641600;5.255.144.0;21;[20/0];via 12.0.1.63
B;550800;5.255.152.0;21;[20/0];via 4.68.4.46
B;133200;5.255.160.0;20;[20/0];via 64.71.137.241
B;1728000;5.255.176.0;20;[20/0];via 217.192.89.50
B;5105;5.255.192.0;18;[20/0];via 64.71.137.241
B;5105;5.255.197.0;24;[20/0];via 64.71.137.241
B;90000;5.255.232.0;24;[20/0];via 217.192.89.50
B;5105;5.255.255.0;24;[20/0];via 64.71.137.241
B;1728000;6.1.0.0;16;[20/0];via 4.68.4.46
B;1123200;6.2.0.0;17;[20/0];via 64.71.137.241
B;1123200;6.4.0.0;16;[20/0];via 64.71.137.241
B;1123200;6.5.0.0;19;[20/0];via 64.71.137.241
B;1123200;6.6.0.0;22;[20/0];via 64.71.137.241
B;1123200;6.6.4.0;24;[20/0];via 64.71.137.241
B;1123200;6.6.5.0;24;[20/0];via 64.71.137.241
B;1123200;6.6.7.0;24;[20/0];via 64.71.137.241
B;1123200;6.6.8.0;21;[20/0];via 64.71.137.241
B;1123200;6.6.16.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.32.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.48.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.64.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.80.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.96.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.112.0;20;[20/0];via 64.71.137.241
B;1123200;6.6.128.0;17;[20/0];via 64.71.137.241
B;1123200;6.7.0.0;24;[20/0];via 64.71.137.241
B;1123200;6.8.0.0;20;[20/0];via 64.71.137.241
B;1123200;6.9.0.0;20;[20/0];via 64.71.137.241
B;1123200;6.11.0.0;16;[20/0];via 64.71.137.241
B;1123200;6.14.0.0;15;[20/0];via 64.71.137.241
B;1728000;6.16.0.0;18;[20/0];via 4.68.4.46
B;1209600;6.16.64.0;23;[20/0];via 206.24.210.80
B;1209600;6.16.66.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.67.0;24;[20/0];via 4.68.4.46
B;80026;6.16.68.0;24;[20/0];via 4.68.4.46
B;80026;6.16.69.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.70.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.71.0;24;[20/0];via 4.68.4.46
B;1123200;6.16.72.0;24;[20/0];via 4.68.4.46
B;1123200;6.16.73.0;24;[20/0];via 4.68.4.46
B;691200;6.16.74.0;24;[20/0];via 64.71.137.241
B;691200;6.16.75.0;24;[20/0];via 64.71.137.241
B;1728000;6.16.76.0;22;[20/0];via 4.68.4.46
B;1728000;6.16.80.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.81.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.82.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.83.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.84.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.85.0;24;[20/0];via 4.68.4.46
B;295200;6.16.86.0;24;[20/0];via 206.24.210.80
B;295200;6.16.87.0;24;[20/0];via 206.24.210.80
B;1296000;6.16.88.0;24;[20/0];via 64.71.137.241
B;1296000;6.16.89.0;24;[20/0];via 64.71.137.241
B;1728000;6.16.90.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.91.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.92.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.93.0;24;[20/0];via 4.68.4.46
B;363600;6.16.94.0;24;[20/0];via 4.68.4.46
B;363600;6.16.95.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.96.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.97.0;24;[20/0];via 4.68.4.46
B;1123200;6.16.98.0;24;[20/0];via 4.68.4.46
B;1123200;6.16.99.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.100.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.101.0;24;[20/0];via 4.68.4.46
B;80026;6.16.102.0;24;[20/0];via 4.68.4.46
B;80026;6.16.103.0;24;[20/0];via 4.68.4.46
B;363600;6.16.104.0;24;[20/0];via 4.68.4.46
B;363600;6.16.105.0;24;[20/0];via 4.68.4.46
B;363600;6.16.106.0;24;[20/0];via 4.68.4.46
B;363600;6.16.107.0;24;[20/0];via 4.68.4.46
B;80026;6.16.108.0;24;[20/0];via 4.68.4.46
B;80026;6.16.109.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.110.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.111.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.112.0;20;[20/0];via 4.68.4.46
B;1728000;6.16.128.0;21;[20/0];via 4.68.4.46
B;4147200;6.16.136.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.137.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.138.0;23;[20/0];via 4.68.4.46
B;1728000;6.16.140.0;22;[20/0];via 4.68.4.46
B;1728000;6.16.144.0;20;[20/0];via 4.68.4.46
B;1728000;6.16.160.0;21;[20/0];via 4.68.4.46
B;1728000;6.16.168.0;24;[20/0];via 4.68.4.46
B;4147200;6.16.169.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.170.0;23;[20/0];via 4.68.4.46
B;4147200;6.16.172.0;23;[20/0];via 206.24.210.80
B;4147200;6.16.174.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.177.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.178.0;23;[20/0];via 4.68.4.46
B;1728000;6.16.180.0;22;[20/0];via 4.68.4.46
B;1728000;6.16.184.0;21;[20/0];via 4.68.4.46
B;1296000;6.16.194.0;23;[20/0];via 206.24.210.80
B;3024000;6.16.196.0;23;[20/0];via 206.24.210.80
B;691200;6.16.198.0;24;[20/0];via 64.71.137.241
B;691200;6.16.199.0;24;[20/0];via 64.71.137.241
B;295200;6.16.200.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.202.0;23;[20/0];via 4.68.4.46
B;1728000;6.16.204.0;24;[20/0];via 4.68.4.46
B;1209600;6.16.205.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.206.0;24;[20/0];via 4.68.4.46
B;20331;6.16.207.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.208.0;22;[20/0];via 4.68.4.46
B;1814400;6.16.212.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.213.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.214.0;23;[20/0];via 4.68.4.46
B;604800;6.16.216.0;24;[20/0];via 206.24.210.80
B;1728000;6.16.217.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.219.0;24;[20/0];via 4.68.4.46
B;1728000;6.16.220.0;22;[20/0];via 4.68.4.46
B;1728000;6.16.224.0;19;[20/0];via 4.68.4.46
B;1728000;6.17.0.0;16;[20/0];via 4.68.4.46
B;1728000;6.18.0.0;15;[20/0];via 4.68.4.46
B;1728000;6.20.0.0;14;[20/0];via 4.68.4.46
B;1728000;6.24.0.0;13;[20/0];via 4.68.4.46
B;1728000;6.32.0.0;16;[20/0];via 4.68.4.46
B;1728000;6.33.0.0;18;[20/0];via 4.68.4.46
B;1728000;6.33.64.0;20;[20/0];via 4.68.4.46
B;1728000;6.33.80.0;22;[20/0];via 4.68.4.46
B;1728000;6.33.88.0;21;[20/0];via 4.68.4.46
B;1728000;6.33.96.0;19;[20/0];via 4.68.4.46
B;1728000;6.33.128.0;17;[20/0];via 4.68.4.46
B;1728000;6.34.0.0;15;[20/0];via 4.68.4.46
B;1728000;6.36.0.0;14;[20/0];via 4.68.4.46
B;1728000;6.40.0.0;16;[20/0];via 4.68.4.46
B;4147200;6.41.0.0;16;[20/0];via 206.24.210.80
B;4147200;6.41.128.0;23;[20/0];via 206.24.210.80
B;158400;6.41.130.0;23;[20/0];via 4.68.4.46
B;4147200;6.41.132.0;23;[20/0];via 206.24.210.80
B;1728000;6.42.0.0;18;[20/0];via 4.68.4.46
B;4147200;6.42.64.0;18;[20/0];via 206.24.210.80
B;1728000;6.42.128.0;18;[20/0];via 4.68.4.46
B;118800;6.42.192.0;22;[20/0];via 4.68.4.46
B;118800;6.42.196.0;22;[20/0];via 4.68.4.46
B;118800;6.42.200.0;22;[20/0];via 4.68.4.46
B;118800;6.42.204.0;22;[20/0];via 4.68.4.46
B;118800;6.42.208.0;22;[20/0];via 4.68.4.46
B;118800;6.42.212.0;22;[20/0];via 4.68.4.46
B;118800;6.42.216.0;22;[20/0];via 4.68.4.46
B;118800;6.42.220.0;22;[20/0];via 4.68.4.46
B;118800;6.42.224.0;22;[20/0];via 4.68.4.46
B;118800;6.42.228.0;22;[20/0];via 4.68.4.46
B;118800;6.42.232.0;22;[20/0];via 4.68.4.46
B;4147200;6.42.236.0;22;[20/0];via 206.24.210.80
B;4147200;6.42.240.0;23;[20/0];via 206.24.210.80
B;4147200;6.42.242.0;24;[20/0];via 206.24.210.80
B;118800;6.42.243.0;24;[20/0];via 4.68.4.46
B;118800;6.42.244.0;24;[20/0];via 4.68.4.46
B;118800;6.42.245.0;24;[20/0];via 4.68.4.46
B;118800;6.42.246.0;24;[20/0];via 4.68.4.46
B;118800;6.42.247.0;24;[20/0];via 4.68.4.46
B;1728000;6.43.0.0;16;[20/0];via 4.68.4.46
B;80026;6.44.0.0;22;[20/0];via 4.68.4.46
B;80026;6.44.4.0;22;[20/0];via 4.68.4.46
B;80026;6.44.8.0;22;[20/0];via 4.68.4.46
B;80026;6.44.12.0;22;[20/0];via 4.68.4.46
B;80026;6.44.16.0;22;[20/0];via 4.68.4.46
B;80026;6.44.20.0;22;[20/0];via 4.68.4.46
B;80026;6.44.24.0;22;[20/0];via 4.68.4.46
B;80026;6.44.28.0;22;[20/0];via 4.68.4.46
B;80026;6.44.32.0;22;[20/0];via 4.68.4.46
B;80026;6.44.36.0;22;[20/0];via 4.68.4.46
B;80026;6.44.40.0;22;[20/0];via 4.68.4.46
B;80026;6.44.44.0;22;[20/0];via 4.68.4.46
B;80026;6.44.48.0;22;[20/0];via 4.68.4.46
B;80026;6.44.52.0;22;[20/0];via 4.68.4.46
B;80026;6.44.56.0;22;[20/0];via 4.68.4.46
B;80026;6.44.60.0;22;[20/0];via 4.68.4.46
B;80026;6.44.64.0;22;[20/0];via 4.68.4.46
B;80026;6.44.68.0;22;[20/0];via 4.68.4.46
B;80026;6.44.72.0;22;[20/0];via 4.68.4.46
B;80026;6.44.76.0;22;[20/0];via 4.68.4.46
B;80026;6.44.80.0;22;[20/0];via 4.68.4.46
B;80026;6.44.84.0;22;[20/0];via 4.68.4.46
B;80026;6.44.88.0;22;[20/0];via 4.68.4.46
B;80026;6.44.92.0;22;[20/0];via 4.68.4.46
B;80026;6.44.96.0;22;[20/0];via 4.68.4.46
B;80026;6.44.100.0;22;[20/0];via 4.68.4.46
B;80026;6.44.104.0;22;[20/0];via 4.68.4.46
B;80026;6.44.108.0;22;[20/0];via 4.68.4.46
B;80026;6.44.112.0;22;[20/0];via 4.68.4.46
B;80026;6.44.116.0;22;[20/0];via 4.68.4.46
B;80026;6.44.120.0;22;[20/0];via 4.68.4.46
B;80026;6.44.124.0;22;[20/0];via 4.68.4.46
B;80026;6.44.128.0;22;[20/0];via 4.68.4.46
B;80026;6.44.132.0;22;[20/0];via 4.68.4.46
B;80026;6.44.136.0;22;[20/0];via 4.68.4.46
B;80026;6.44.140.0;22;[20/0];via 4.68.4.46
B;80026;6.44.144.0;22;[20/0];via 4.68.4.46
B;80026;6.44.148.0;22;[20/0];via 4.68.4.46
B;80026;6.44.152.0;22;[20/0];via 4.68.4.46
B;80026;6.44.156.0;22;[20/0];via 4.68.4.46
B;80026;6.44.160.0;22;[20/0];via 4.68.4.46
B;80026;6.44.164.0;22;[20/0];via 4.68.4.46
B;80026;6.44.168.0;22;[20/0];via 4.68.4.46
B;80026;6.44.172.0;22;[20/0];via 4.68.4.46
B;80026;6.44.176.0;22;[20/0];via 4.68.4.46
B;80026;6.44.180.0;22;[20/0];via 4.68.4.46
B;80026;6.44.184.0;22;[20/0];via 4.68.4.46
B;80026;6.44.188.0;22;[20/0];via 4.68.4.46
B;80026;6.44.197.0;24;[20/0];via 4.68.4.46
B;1728000;6.45.0.0;16;[20/0];via 4.68.4.46
B;1728000;6.46.0.0;19;[20/0];via 4.68.4.46
B;4720;6.46.64.0;21;[20/0];via 206.24.210.80
B;61138;6.46.72.0;21;[20/0];via 206.24.210.80
B;8731;6.46.80.0;21;[20/0];via 206.24.210.80
B;1728000;6.46.92.0;22;[20/0];via 4.68.4.46
B;1728000;6.46.112.0;20;[20/0];via 4.68.4.46
