Zdroj;čas;prefix address;prefix mask;metrika;next-hop;;;
B;2w1d;5.104.181.0;24;[20/0];via 217.192.89.50;2w1d;360:00:00;1296000
B;3d01h;5.104.182.0;24;[20/0];via 4.68.4.46;3d01h;73:00:00;262800
B;1d03h;5.104.183.0;24;[20/10];via 89.149.178.10;1d03h;27:00:00;97200
B;1w0d;5.104.184.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.185.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.186.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.187.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.188.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.189.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.190.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.104.191.0;24;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;2w5d;5.104.192.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w0d;5.104.200.0;23;[20/0];via 64.71.137.241;2w0d;336:00:00;1209600
B;2d05h;5.104.202.0;24;[20/0];via 64.71.137.241;2d05h;53:00:00;190800
B;2d05h;5.104.203.0;24;[20/0];via 64.71.137.241;2d05h;53:00:00;190800
B;2w6d;5.104.204.0;24;[20/0];via 64.71.137.241;2w6d;480:00:00;1728000
B;2d05h;5.104.205.0;24;[20/0];via 64.71.137.241;2d05h;53:00:00;190800
B;2d05h;5.104.206.0;24;[20/0];via 64.71.137.241;2d05h;53:00:00;190800
B;2d05h;5.104.207.0;24;[20/0];via 64.71.137.241;2d05h;53:00:00;190800
B;5d07h;5.104.208.0;21;[20/0];via 4.68.4.46;5d07h;127:00:00;457200
B;6d20h;5.104.216.0;21;[20/0];via 64.71.137.241;6d20h;164:00:00;590400
B;2w1d;5.104.224.0;21;[20/0];via 217.192.89.50;2w1d;360:00:00;1296000
B;1w2d;5.104.232.0;21;[20/0];via 4.68.4.46;1w2d;216:00:00;777600
B;3d04h;5.104.232.0;23;[20/0];via 4.68.4.46;3d04h;76:00:00;273600
B;3d04h;5.104.238.0;23;[20/0];via 4.68.4.46;3d04h;76:00:00;273600
B;2w6d;5.104.240.0;21;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;2w6d;5.104.240.0;24;[20/0];via 12.0.1.63;2w6d;480:00:00;1728000
B;3w1d;5.104.244.0;23;[20/0];via 12.0.1.63;3w1d;528:00:00;1900800
B;2w5d;5.104.244.0;24;[20/0];via 12.0.1.63;2w5d;456:00:00;1641600
B;3w1d;5.104.245.0;24;[20/0];via 12.0.1.63;3w1d;528:00:00;1900800
B;1d12h;5.104.248.0;21;[20/0];via 64.71.137.241;1d12h;36:00:00;129600
B;2w5d;5.105.0.0;22;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.4.0;23;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;12:37:12;5.105.6.0;24;[20/10];via 89.149.178.10;12:37:12;12:37:12;45432
B;2w5d;5.105.7.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.8.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.16.0;20;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.32.0;20;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.48.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.56.0;23;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;12:21:01;5.105.59.0;24;[20/0];via 212.66.96.126;12:21:01;12:21:01;44461
B;2w5d;5.105.60.0;22;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.64.0;18;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.128.0;18;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1w3d;5.105.130.0;24;[20/0];via 91.218.184.60;1w3d;240:00:00;864000
B;2w5d;5.105.192.0;20;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1w3d;5.105.195.0;24;[20/0];via 91.218.184.60;1w3d;240:00:00;864000
B;1w3d;5.105.204.0;24;[20/0];via 91.218.184.60;1w3d;240:00:00;864000
B;2w5d;5.105.208.0;22;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.212.0;23;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;12:37:13;5.105.214.0;23;[20/0];via 64.71.137.241;12:37:13;12:37:13;45433
B;2w5d;5.105.216.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.224.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.232.0;22;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;4d19h;5.105.236.0;23;[20/0];via 64.71.137.241;4d19h;115:00:00;414000
B;4d19h;5.105.238.0;24;[20/0];via 64.71.137.241;4d19h;115:00:00;414000
B;1d17h;5.105.239.0;24;[20/0];via 64.71.137.241;1d17h;41:00:00;147600
B;1d15h;5.105.240.0;24;[20/0];via 64.71.137.241;1d15h;39:00:00;140400
B;1d15h;5.105.241.0;24;[20/0];via 64.71.137.241;1d15h;39:00:00;140400
B;2w5d;5.105.242.0;23;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.244.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;2w5d;5.105.245.0;24;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;1d17h;5.105.246.0;24;[20/0];via 64.71.137.241;1d17h;41:00:00;147600
B;2w5d;5.105.248.0;21;[20/0];via 64.71.137.241;2w5d;456:00:00;1641600
B;3d06h;5.106.0.0;16;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.0.0;17;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;2d18h;5.106.0.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.0.0;21;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;2d18h;5.106.0.0;24;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;2d18h;5.106.2.0;24;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;1w1d;5.106.4.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.5.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.6.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.7.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.8.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.9.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.10.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.11.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.12.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.13.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.14.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.15.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;2d18h;5.106.16.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;4:28:33;5.106.20.0;24;[20/10];via 89.149.178.10;04:28:33;04:28:33;16113
B;1w1d;5.106.22.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;1w1d;5.106.23.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;2d18h;5.106.24.0;22;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;2d18h;5.106.32.0;19;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;2d18h;5.106.32.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.64.0;18;[20/0];via 4.68.4.46;2d18h;66:00:00;237600
B;2d18h;5.106.64.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.80.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.96.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.112.0;20;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;2d18h;5.106.128.0;17;[20/0];via 64.71.137.241;2d18h;66:00:00;237600
B;3d06h;5.106.128.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.144.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.160.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.176.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.192.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.208.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.224.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.106.240.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;15:57:42;5.107.0.0;16;[20/0];via 4.68.4.46;15:57:42;15:57:42;57462
B;12:16:05;5.107.0.0;17;[20/10];via 89.149.178.10;12:16:05;12:16:05;44165
B;12:15:27;5.107.0.0;18;[20/0];via 202.232.0.2;12:15:27;12:15:27;44127
B;12:15:27;5.107.64.0;18;[20/0];via 202.232.0.2;12:15:27;12:15:27;44127
B;12:16:05;5.107.128.0;17;[20/10];via 89.149.178.10;12:16:05;12:16:05;44165
B;12:15:27;5.107.128.0;18;[20/0];via 202.232.0.2;12:15:27;12:15:27;44127
B;12:15:27;5.107.192.0;18;[20/0];via 202.232.0.2;12:15:27;12:15:27;44127
B;2w5d;5.108.0.0;14;[20/0];via 217.192.89.50;2w5d;456:00:00;1641600
B;1w0d;5.108.0.0;20;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.108.16.0;20;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1w0d;5.108.32.0;20;[20/0];via 217.192.89.50;1w0d;168:00:00;604800
B;1d06h;5.108.48.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.64.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.80.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.96.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.112.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.128.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.144.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.160.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.176.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.192.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.208.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.224.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.108.240.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.109.0.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.109.16.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d07h;5.109.32.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.48.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.64.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.80.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.96.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.112.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.128.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.144.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.160.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.176.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.192.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.208.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.224.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.109.240.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.0.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.16.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.32.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.48.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.64.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.80.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.96.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.112.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.128.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.144.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.160.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.176.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.192.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.208.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.224.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.110.240.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.0.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.16.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.32.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.48.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.64.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.80.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.96.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.112.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.128.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.144.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.160.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d07h;5.111.176.0;20;[20/0];via 217.192.89.50;1d07h;31:00:00;111600
B;1d06h;5.111.192.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.111.208.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.111.224.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d06h;5.111.240.0;20;[20/0];via 217.192.89.50;1d06h;30:00:00;108000
B;1d15h;5.112.0.0;16;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.112.0.0;18;[20/0];via 12.0.1.63;1d15h;39:00:00;140400
B;1d15h;5.112.0.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.112.16.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.112.32.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.112.48.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.112.64.0;18;[20/0];via 12.0.1.63;1d15h;39:00:00;140400
B;1d15h;5.112.64.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.112.80.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.112.96.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.112.112.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.112.128.0;18;[20/0];via 12.0.1.63;1d15h;39:00:00;140400
B;3d06h;5.112.128.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.112.144.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.112.160.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.112.176.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.112.192.0;18;[20/0];via 12.0.1.63;1d15h;39:00:00;140400
B;1d15h;5.112.192.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.112.208.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.112.224.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.112.240.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.0.0;16;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.113.0.0;18;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.113.0.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;3d06h;5.113.16.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.32.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.48.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.64.0;18;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.64.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.113.80.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.113.96.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.113.112.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.113.128.0;18;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.128.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.144.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.160.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.176.0;20;[20/0];via 64.71.137.241;3d06h;78:00:00;280800
B;1d15h;5.113.192.0;18;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.113.192.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.113.208.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.113.224.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.113.240.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.114.0.0;16;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.114.0.0;18;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.114.0.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.114.16.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.114.32.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.114.48.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.114.64.0;18;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.114.64.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.114.80.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.114.96.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.112.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.114.128.0;18;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;1d15h;5.114.128.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.144.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.160.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.176.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.192.0;18;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.192.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;1d15h;5.114.208.0;20;[20/0];via 94.142.247.3;1d15h;39:00:00;140400
B;3d06h;5.114.224.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;3d06h;5.114.240.0;20;[20/0];via 4.68.4.46;3d06h;78:00:00;280800
B;4:19:10;5.115.0.0;16;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:10;5.115.0.0;18;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.115.0.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.16.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.16.0;21;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.24.0;21;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.32.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.48.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.115.64.0;18;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.115.64.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.80.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.96.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.112.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.128.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.115.128.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:10;5.115.144.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.115.160.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.176.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.115.192.0;18;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:10;5.115.192.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:10;5.115.208.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.115.224.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.115.240.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.0.0;16;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.116.0.0;18;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.116.0.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.16.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.116.32.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.116.48.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.116.64.0;18;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.116.64.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.80.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.116.96.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:10;5.116.112.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;2d06h;5.116.128.0;18;[20/0];via 94.142.247.3;2d06h;54:00:00;194400
B;4:19:14;5.116.128.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.144.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.160.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.176.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.192.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.192.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.116.208.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.116.224.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.116.240.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.0.0;16;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.0.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.0.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.16.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:10;5.117.32.0;20;[20/10];via 89.149.178.10;04:19:10;04:19:10;15550
B;4:19:14;5.117.48.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.64.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.64.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.80.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.96.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.112.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.128.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.128.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.144.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.160.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.176.0;20;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
B;4:19:14;5.117.192.0;18;[20/10];via 89.149.178.10;04:19:14;04:19:14;15554
